lang,QID,policy_name_en,category,policy_type
aa,Q4039395,Project:Administrators,Enforcement,Policy
ab,Q4039395,Project:Administrators,Enforcement,Policy
ace,Q4039395,Project:Administrators,Enforcement,Policy
ady,Q4039395,Project:Administrators,Enforcement,Policy
af,Q4039395,Project:Administrators,Enforcement,Policy
als,Q4039395,Project:Administrators,Enforcement,Policy
alt,Q4039395,Project:Administrators,Enforcement,Policy
am,Q4039395,Project:Administrators,Enforcement,Policy
ang,Q4039395,Project:Administrators,Enforcement,Policy
anp,Q4039395,Project:Administrators,Enforcement,Policy
an,Q4039395,Project:Administrators,Enforcement,Policy
arc,Q4039395,Project:Administrators,Enforcement,Policy
ar,Q4039395,Project:Administrators,Enforcement,Policy
ary,Q4039395,Project:Administrators,Enforcement,Policy
arz,Q4039395,Project:Administrators,Enforcement,Policy
ast,Q4039395,Project:Administrators,Enforcement,Policy
as,Q4039395,Project:Administrators,Enforcement,Policy
atj,Q4039395,Project:Administrators,Enforcement,Policy
av,Q4039395,Project:Administrators,Enforcement,Policy
ay,Q4039395,Project:Administrators,Enforcement,Policy
azb,Q4039395,Project:Administrators,Enforcement,Policy
az,Q4039395,Project:Administrators,Enforcement,Policy
bar,Q4039395,Project:Administrators,Enforcement,Policy
bat-smg,Q4039395,Project:Administrators,Enforcement,Policy
ba,Q4039395,Project:Administrators,Enforcement,Policy
be-tarask,Q4039395,Project:Administrators,Enforcement,Policy
be,Q4039395,Project:Administrators,Enforcement,Policy
bew,Q4039395,Project:Administrators,Enforcement,Policy
bg,Q4039395,Project:Administrators,Enforcement,Policy
bh,Q4039395,Project:Administrators,Enforcement,Policy
bjn,Q4039395,Project:Administrators,Enforcement,Policy
blk,Q4039395,Project:Administrators,Enforcement,Policy
bm,Q4039395,Project:Administrators,Enforcement,Policy
bn,Q4039395,Project:Administrators,Enforcement,Policy
bo,Q4039395,Project:Administrators,Enforcement,Policy
bpy,Q4039395,Project:Administrators,Enforcement,Policy
br,Q4039395,Project:Administrators,Enforcement,Policy
bs,Q4039395,Project:Administrators,Enforcement,Policy
bug,Q4039395,Project:Administrators,Enforcement,Policy
bxr,Q4039395,Project:Administrators,Enforcement,Policy
ca,Q4039395,Project:Administrators,Enforcement,Policy
cbk-zam,Q4039395,Project:Administrators,Enforcement,Policy
cdo,Q4039395,Project:Administrators,Enforcement,Policy
ceb,Q4039395,Project:Administrators,Enforcement,Policy
ce,Q4039395,Project:Administrators,Enforcement,Policy
chr,Q4039395,Project:Administrators,Enforcement,Policy
ckb,Q4039395,Project:Administrators,Enforcement,Policy
crh,Q4039395,Project:Administrators,Enforcement,Policy
cr,Q4039395,Project:Administrators,Enforcement,Policy
csb,Q4039395,Project:Administrators,Enforcement,Policy
cs,Q4039395,Project:Administrators,Enforcement,Policy
cv,Q4039395,Project:Administrators,Enforcement,Policy
cy,Q4039395,Project:Administrators,Enforcement,Policy
dag,Q4039395,Project:Administrators,Enforcement,Policy
da,Q4039395,Project:Administrators,Enforcement,Policy
de,Q4039395,Project:Administrators,Enforcement,Policy
diq,Q4039395,Project:Administrators,Enforcement,Policy
dsb,Q4039395,Project:Administrators,Enforcement,Policy
dv,Q4039395,Project:Administrators,Enforcement,Policy
ee,Q4039395,Project:Administrators,Enforcement,Policy
el,Q4039395,Project:Administrators,Enforcement,Policy
eml,Q4039395,Project:Administrators,Enforcement,Policy
en,Q4039395,Project:Administrators,Enforcement,Policy
eo,Q4039395,Project:Administrators,Enforcement,Policy
es,Q4039395,Project:Administrators,Enforcement,Policy
et,Q4039395,Project:Administrators,Enforcement,Policy
eu,Q4039395,Project:Administrators,Enforcement,Policy
ext,Q4039395,Project:Administrators,Enforcement,Policy
fa,Q4039395,Project:Administrators,Enforcement,Policy
ff,Q4039395,Project:Administrators,Enforcement,Policy
fiu-vro,Q4039395,Project:Administrators,Enforcement,Policy
fi,Q4039395,Project:Administrators,Enforcement,Policy
fj,Q4039395,Project:Administrators,Enforcement,Policy
fo,Q4039395,Project:Administrators,Enforcement,Policy
frp,Q4039395,Project:Administrators,Enforcement,Policy
frr,Q4039395,Project:Administrators,Enforcement,Policy
fr,Q4039395,Project:Administrators,Enforcement,Policy
fur,Q4039395,Project:Administrators,Enforcement,Policy
fy,Q4039395,Project:Administrators,Enforcement,Policy
gag,Q4039395,Project:Administrators,Enforcement,Policy
gan,Q4039395,Project:Administrators,Enforcement,Policy
ga,Q4039395,Project:Administrators,Enforcement,Policy
gd,Q4039395,Project:Administrators,Enforcement,Policy
glk,Q4039395,Project:Administrators,Enforcement,Policy
gl,Q4039395,Project:Administrators,Enforcement,Policy
gor,Q4039395,Project:Administrators,Enforcement,Policy
gpe,Q4039395,Project:Administrators,Enforcement,Policy
gu,Q4039395,Project:Administrators,Enforcement,Policy
gv,Q4039395,Project:Administrators,Enforcement,Policy
hak,Q4039395,Project:Administrators,Enforcement,Policy
ha,Q4039395,Project:Administrators,Enforcement,Policy
haw,Q4039395,Project:Administrators,Enforcement,Policy
he,Q4039395,Project:Administrators,Enforcement,Policy
hi,Q4039395,Project:Administrators,Enforcement,Policy
hr,Q4039395,Project:Administrators,Enforcement,Policy
hsb,Q4039395,Project:Administrators,Enforcement,Policy
ht,Q4039395,Project:Administrators,Enforcement,Policy
hu,Q4039395,Project:Administrators,Enforcement,Policy
hy,Q4039395,Project:Administrators,Enforcement,Policy
ia,Q4039395,Project:Administrators,Enforcement,Policy
id,Q4039395,Project:Administrators,Enforcement,Policy
ie,Q4039395,Project:Administrators,Enforcement,Policy
ig,Q4039395,Project:Administrators,Enforcement,Policy
ik,Q4039395,Project:Administrators,Enforcement,Policy
ilo,Q4039395,Project:Administrators,Enforcement,Policy
inh,Q4039395,Project:Administrators,Enforcement,Policy
io,Q4039395,Project:Administrators,Enforcement,Policy
is,Q4039395,Project:Administrators,Enforcement,Policy
it,Q4039395,Project:Administrators,Enforcement,Policy
iu,Q4039395,Project:Administrators,Enforcement,Policy
jam,Q4039395,Project:Administrators,Enforcement,Policy
ja,Q4039395,Project:Administrators,Enforcement,Policy
jbo,Q4039395,Project:Administrators,Enforcement,Policy
jv,Q4039395,Project:Administrators,Enforcement,Policy
kaa,Q4039395,Project:Administrators,Enforcement,Policy
ka,Q4039395,Project:Administrators,Enforcement,Policy
kcg,Q4039395,Project:Administrators,Enforcement,Policy
kg,Q4039395,Project:Administrators,Enforcement,Policy
ki,Q4039395,Project:Administrators,Enforcement,Policy
kk,Q4039395,Project:Administrators,Enforcement,Policy
kl,Q4039395,Project:Administrators,Enforcement,Policy
km,Q4039395,Project:Administrators,Enforcement,Policy
kn,Q4039395,Project:Administrators,Enforcement,Policy
ko,Q4039395,Project:Administrators,Enforcement,Policy
krc,Q4039395,Project:Administrators,Enforcement,Policy
ksh,Q4039395,Project:Administrators,Enforcement,Policy
ks,Q4039395,Project:Administrators,Enforcement,Policy
ku,Q4039395,Project:Administrators,Enforcement,Policy
kw,Q4039395,Project:Administrators,Enforcement,Policy
ky,Q4039395,Project:Administrators,Enforcement,Policy
lad,Q4039395,Project:Administrators,Enforcement,Policy
la,Q4039395,Project:Administrators,Enforcement,Policy
lb,Q4039395,Project:Administrators,Enforcement,Policy
lez,Q4039395,Project:Administrators,Enforcement,Policy
lfn,Q4039395,Project:Administrators,Enforcement,Policy
lg,Q4039395,Project:Administrators,Enforcement,Policy
lij,Q4039395,Project:Administrators,Enforcement,Policy
li,Q4039395,Project:Administrators,Enforcement,Policy
lld,Q4039395,Project:Administrators,Enforcement,Policy
lmo,Q4039395,Project:Administrators,Enforcement,Policy
ln,Q4039395,Project:Administrators,Enforcement,Policy
lo,Q4039395,Project:Administrators,Enforcement,Policy
ltg,Q4039395,Project:Administrators,Enforcement,Policy
lt,Q4039395,Project:Administrators,Enforcement,Policy
lv,Q4039395,Project:Administrators,Enforcement,Policy
mad,Q4039395,Project:Administrators,Enforcement,Policy
mai,Q4039395,Project:Administrators,Enforcement,Policy
map-bms,Q4039395,Project:Administrators,Enforcement,Policy
mdf,Q4039395,Project:Administrators,Enforcement,Policy
mg,Q4039395,Project:Administrators,Enforcement,Policy
mhr,Q4039395,Project:Administrators,Enforcement,Policy
min,Q4039395,Project:Administrators,Enforcement,Policy
mi,Q4039395,Project:Administrators,Enforcement,Policy
mk,Q4039395,Project:Administrators,Enforcement,Policy
ml,Q4039395,Project:Administrators,Enforcement,Policy
mn,Q4039395,Project:Administrators,Enforcement,Policy
mnw,Q4039395,Project:Administrators,Enforcement,Policy
mr,Q4039395,Project:Administrators,Enforcement,Policy
ms,Q4039395,Project:Administrators,Enforcement,Policy
mt,Q4039395,Project:Administrators,Enforcement,Policy
mwl,Q4039395,Project:Administrators,Enforcement,Policy
myv,Q4039395,Project:Administrators,Enforcement,Policy
my,Q4039395,Project:Administrators,Enforcement,Policy
mzn,Q4039395,Project:Administrators,Enforcement,Policy
nah,Q4039395,Project:Administrators,Enforcement,Policy
nap,Q4039395,Project:Administrators,Enforcement,Policy
na,Q4039395,Project:Administrators,Enforcement,Policy
nds-nl,Q4039395,Project:Administrators,Enforcement,Policy
nds,Q4039395,Project:Administrators,Enforcement,Policy
ne,Q4039395,Project:Administrators,Enforcement,Policy
ng,Q4039395,Project:Administrators,Enforcement,Policy
nia,Q4039395,Project:Administrators,Enforcement,Policy
nl,Q4039395,Project:Administrators,Enforcement,Policy
nn,Q4039395,Project:Administrators,Enforcement,Policy
no,Q4039395,Project:Administrators,Enforcement,Policy
nrm,Q4039395,Project:Administrators,Enforcement,Policy
nso,Q4039395,Project:Administrators,Enforcement,Policy
nv,Q4039395,Project:Administrators,Enforcement,Policy
ny,Q4039395,Project:Administrators,Enforcement,Policy
oc,Q4039395,Project:Administrators,Enforcement,Policy
or,Q4039395,Project:Administrators,Enforcement,Policy
os,Q4039395,Project:Administrators,Enforcement,Policy
pag,Q4039395,Project:Administrators,Enforcement,Policy
pam,Q4039395,Project:Administrators,Enforcement,Policy
pap,Q4039395,Project:Administrators,Enforcement,Policy
pa,Q4039395,Project:Administrators,Enforcement,Policy
pcd,Q4039395,Project:Administrators,Enforcement,Policy
pdc,Q4039395,Project:Administrators,Enforcement,Policy
pfl,Q4039395,Project:Administrators,Enforcement,Policy
pih,Q4039395,Project:Administrators,Enforcement,Policy
pl,Q4039395,Project:Administrators,Enforcement,Policy
pms,Q4039395,Project:Administrators,Enforcement,Policy
pnb,Q4039395,Project:Administrators,Enforcement,Policy
ps,Q4039395,Project:Administrators,Enforcement,Policy
pt,Q4039395,Project:Administrators,Enforcement,Policy
qu,Q4039395,Project:Administrators,Enforcement,Policy
rmy,Q4039395,Project:Administrators,Enforcement,Policy
roa-tara,Q4039395,Project:Administrators,Enforcement,Policy
ro,Q4039395,Project:Administrators,Enforcement,Policy
rue,Q4039395,Project:Administrators,Enforcement,Policy
ru,Q4039395,Project:Administrators,Enforcement,Policy
rw,Q4039395,Project:Administrators,Enforcement,Policy
sah,Q4039395,Project:Administrators,Enforcement,Policy
sa,Q4039395,Project:Administrators,Enforcement,Policy
scn,Q4039395,Project:Administrators,Enforcement,Policy
sco,Q4039395,Project:Administrators,Enforcement,Policy
sc,Q4039395,Project:Administrators,Enforcement,Policy
sd,Q4039395,Project:Administrators,Enforcement,Policy
se,Q4039395,Project:Administrators,Enforcement,Policy
sg,Q4039395,Project:Administrators,Enforcement,Policy
shi,Q4039395,Project:Administrators,Enforcement,Policy
shn,Q4039395,Project:Administrators,Enforcement,Policy
sh,Q4039395,Project:Administrators,Enforcement,Policy
simple,Q4039395,Project:Administrators,Enforcement,Policy
si,Q4039395,Project:Administrators,Enforcement,Policy
skr,Q4039395,Project:Administrators,Enforcement,Policy
sk,Q4039395,Project:Administrators,Enforcement,Policy
sl,Q4039395,Project:Administrators,Enforcement,Policy
smn,Q4039395,Project:Administrators,Enforcement,Policy
sm,Q4039395,Project:Administrators,Enforcement,Policy
so,Q4039395,Project:Administrators,Enforcement,Policy
sq,Q4039395,Project:Administrators,Enforcement,Policy
sr,Q4039395,Project:Administrators,Enforcement,Policy
ss,Q4039395,Project:Administrators,Enforcement,Policy
stq,Q4039395,Project:Administrators,Enforcement,Policy
su,Q4039395,Project:Administrators,Enforcement,Policy
sv,Q4039395,Project:Administrators,Enforcement,Policy
sw,Q4039395,Project:Administrators,Enforcement,Policy
szl,Q4039395,Project:Administrators,Enforcement,Policy
szy,Q4039395,Project:Administrators,Enforcement,Policy
ta,Q4039395,Project:Administrators,Enforcement,Policy
tay,Q4039395,Project:Administrators,Enforcement,Policy
tcy,Q4039395,Project:Administrators,Enforcement,Policy
tet,Q4039395,Project:Administrators,Enforcement,Policy
te,Q4039395,Project:Administrators,Enforcement,Policy
tg,Q4039395,Project:Administrators,Enforcement,Policy
th,Q4039395,Project:Administrators,Enforcement,Policy
tk,Q4039395,Project:Administrators,Enforcement,Policy
tl,Q4039395,Project:Administrators,Enforcement,Policy
tly,Q4039395,Project:Administrators,Enforcement,Policy
to,Q4039395,Project:Administrators,Enforcement,Policy
tpi,Q4039395,Project:Administrators,Enforcement,Policy
trv,Q4039395,Project:Administrators,Enforcement,Policy
tr,Q4039395,Project:Administrators,Enforcement,Policy
ts,Q4039395,Project:Administrators,Enforcement,Policy
tt,Q4039395,Project:Administrators,Enforcement,Policy
tum,Q4039395,Project:Administrators,Enforcement,Policy
tw,Q4039395,Project:Administrators,Enforcement,Policy
udm,Q4039395,Project:Administrators,Enforcement,Policy
ug,Q4039395,Project:Administrators,Enforcement,Policy
uk,Q4039395,Project:Administrators,Enforcement,Policy
ur,Q4039395,Project:Administrators,Enforcement,Policy
uz,Q4039395,Project:Administrators,Enforcement,Policy
vec,Q4039395,Project:Administrators,Enforcement,Policy
ve,Q4039395,Project:Administrators,Enforcement,Policy
vi,Q4039395,Project:Administrators,Enforcement,Policy
vls,Q4039395,Project:Administrators,Enforcement,Policy
vo,Q4039395,Project:Administrators,Enforcement,Policy
war,Q4039395,Project:Administrators,Enforcement,Policy
wa,Q4039395,Project:Administrators,Enforcement,Policy
wo,Q4039395,Project:Administrators,Enforcement,Policy
wuu,Q4039395,Project:Administrators,Enforcement,Policy
xmf,Q4039395,Project:Administrators,Enforcement,Policy
yi,Q4039395,Project:Administrators,Enforcement,Policy
yo,Q4039395,Project:Administrators,Enforcement,Policy
zh-classical,Q4039395,Project:Administrators,Enforcement,Policy
zh-min-nan,Q4039395,Project:Administrators,Enforcement,Policy
zh-yue,Q4039395,Project:Administrators,Enforcement,Policy
zh,Q4039395,Project:Administrators,Enforcement,Policy
zu,Q4039395,Project:Administrators,Enforcement,Policy
ab,Q4375196,Wikipedia:Copyrights,Legal,Policy
af,Q4375196,Wikipedia:Copyrights,Legal,Policy
als,Q4375196,Wikipedia:Copyrights,Legal,Policy
an,Q4375196,Wikipedia:Copyrights,Legal,Policy
ar,Q4375196,Wikipedia:Copyrights,Legal,Policy
ary,Q4375196,Wikipedia:Copyrights,Legal,Policy
arz,Q4375196,Wikipedia:Copyrights,Legal,Policy
ast,Q4375196,Wikipedia:Copyrights,Legal,Policy
as,Q4375196,Wikipedia:Copyrights,Legal,Policy
av,Q4375196,Wikipedia:Copyrights,Legal,Policy
az,Q4375196,Wikipedia:Copyrights,Legal,Policy
ba,Q4375196,Wikipedia:Copyrights,Legal,Policy
be-tarask,Q4375196,Wikipedia:Copyrights,Legal,Policy
be,Q4375196,Wikipedia:Copyrights,Legal,Policy
bg,Q4375196,Wikipedia:Copyrights,Legal,Policy
bn,Q4375196,Wikipedia:Copyrights,Legal,Policy
bo,Q4375196,Wikipedia:Copyrights,Legal,Policy
br,Q4375196,Wikipedia:Copyrights,Legal,Policy
bs,Q4375196,Wikipedia:Copyrights,Legal,Policy
ca,Q4375196,Wikipedia:Copyrights,Legal,Policy
ceb,Q4375196,Wikipedia:Copyrights,Legal,Policy
ce,Q4375196,Wikipedia:Copyrights,Legal,Policy
cs,Q4375196,Wikipedia:Copyrights,Legal,Policy
cy,Q4375196,Wikipedia:Copyrights,Legal,Policy
da,Q4375196,Wikipedia:Copyrights,Legal,Policy
de,Q4375196,Wikipedia:Copyrights,Legal,Policy
diq,Q4375196,Wikipedia:Copyrights,Legal,Policy
el,Q4375196,Wikipedia:Copyrights,Legal,Policy
en,Q4375196,Wikipedia:Copyrights,Legal,Policy
eo,Q4375196,Wikipedia:Copyrights,Legal,Policy
es,Q4375196,Wikipedia:Copyrights,Legal,Policy
et,Q4375196,Wikipedia:Copyrights,Legal,Policy
eu,Q4375196,Wikipedia:Copyrights,Legal,Policy
fa,Q4375196,Wikipedia:Copyrights,Legal,Policy
ff,Q4375196,Wikipedia:Copyrights,Legal,Policy
fiu-vro,Q4375196,Wikipedia:Copyrights,Legal,Policy
fi,Q4375196,Wikipedia:Copyrights,Legal,Policy
fr,Q4375196,Wikipedia:Copyrights,Legal,Policy
gan,Q4375196,Wikipedia:Copyrights,Legal,Policy
ga,Q4375196,Wikipedia:Copyrights,Legal,Policy
gl,Q4375196,Wikipedia:Copyrights,Legal,Policy
gu,Q4375196,Wikipedia:Copyrights,Legal,Policy
he,Q4375196,Wikipedia:Copyrights,Legal,Policy
hi,Q4375196,Wikipedia:Copyrights,Legal,Policy
hr,Q4375196,Wikipedia:Copyrights,Legal,Policy
hu,Q4375196,Wikipedia:Copyrights,Legal,Policy
hy,Q4375196,Wikipedia:Copyrights,Legal,Policy
ia,Q4375196,Wikipedia:Copyrights,Legal,Policy
id,Q4375196,Wikipedia:Copyrights,Legal,Policy
ilo,Q4375196,Wikipedia:Copyrights,Legal,Policy
inh,Q4375196,Wikipedia:Copyrights,Legal,Policy
is,Q4375196,Wikipedia:Copyrights,Legal,Policy
it,Q4375196,Wikipedia:Copyrights,Legal,Policy
ja,Q4375196,Wikipedia:Copyrights,Legal,Policy
kaa,Q4375196,Wikipedia:Copyrights,Legal,Policy
ka,Q4375196,Wikipedia:Copyrights,Legal,Policy
kk,Q4375196,Wikipedia:Copyrights,Legal,Policy
kl,Q4375196,Wikipedia:Copyrights,Legal,Policy
ko,Q4375196,Wikipedia:Copyrights,Legal,Policy
ksh,Q4375196,Wikipedia:Copyrights,Legal,Policy
ku,Q4375196,Wikipedia:Copyrights,Legal,Policy
lb,Q4375196,Wikipedia:Copyrights,Legal,Policy
lij,Q4375196,Wikipedia:Copyrights,Legal,Policy
li,Q4375196,Wikipedia:Copyrights,Legal,Policy
lmo,Q4375196,Wikipedia:Copyrights,Legal,Policy
lt,Q4375196,Wikipedia:Copyrights,Legal,Policy
lv,Q4375196,Wikipedia:Copyrights,Legal,Policy
mg,Q4375196,Wikipedia:Copyrights,Legal,Policy
mi,Q4375196,Wikipedia:Copyrights,Legal,Policy
mk,Q4375196,Wikipedia:Copyrights,Legal,Policy
ml,Q4375196,Wikipedia:Copyrights,Legal,Policy
mr,Q4375196,Wikipedia:Copyrights,Legal,Policy
ms,Q4375196,Wikipedia:Copyrights,Legal,Policy
my,Q4375196,Wikipedia:Copyrights,Legal,Policy
mzn,Q4375196,Wikipedia:Copyrights,Legal,Policy
nap,Q4375196,Wikipedia:Copyrights,Legal,Policy
nds-nl,Q4375196,Wikipedia:Copyrights,Legal,Policy
nds,Q4375196,Wikipedia:Copyrights,Legal,Policy
new,Q4375196,Wikipedia:Copyrights,Legal,Policy
nl,Q4375196,Wikipedia:Copyrights,Legal,Policy
nn,Q4375196,Wikipedia:Copyrights,Legal,Policy
no,Q4375196,Wikipedia:Copyrights,Legal,Policy
or,Q4375196,Wikipedia:Copyrights,Legal,Policy
os,Q4375196,Wikipedia:Copyrights,Legal,Policy
pl,Q4375196,Wikipedia:Copyrights,Legal,Policy
ps,Q4375196,Wikipedia:Copyrights,Legal,Policy
pt,Q4375196,Wikipedia:Copyrights,Legal,Policy
qu,Q4375196,Wikipedia:Copyrights,Legal,Policy
rmy,Q4375196,Wikipedia:Copyrights,Legal,Policy
roa-tara,Q4375196,Wikipedia:Copyrights,Legal,Policy
ro,Q4375196,Wikipedia:Copyrights,Legal,Policy
ru,Q4375196,Wikipedia:Copyrights,Legal,Policy
sah,Q4375196,Wikipedia:Copyrights,Legal,Policy
scn,Q4375196,Wikipedia:Copyrights,Legal,Policy
sco,Q4375196,Wikipedia:Copyrights,Legal,Policy
sd,Q4375196,Wikipedia:Copyrights,Legal,Policy
sh,Q4375196,Wikipedia:Copyrights,Legal,Policy
simple,Q4375196,Wikipedia:Copyrights,Legal,Policy
si,Q4375196,Wikipedia:Copyrights,Legal,Policy
sk,Q4375196,Wikipedia:Copyrights,Legal,Policy
sl,Q4375196,Wikipedia:Copyrights,Legal,Policy
sm,Q4375196,Wikipedia:Copyrights,Legal,Policy
so,Q4375196,Wikipedia:Copyrights,Legal,Policy
sq,Q4375196,Wikipedia:Copyrights,Legal,Policy
sr,Q4375196,Wikipedia:Copyrights,Legal,Policy
su,Q4375196,Wikipedia:Copyrights,Legal,Policy
sv,Q4375196,Wikipedia:Copyrights,Legal,Policy
ta,Q4375196,Wikipedia:Copyrights,Legal,Policy
tet,Q4375196,Wikipedia:Copyrights,Legal,Policy
te,Q4375196,Wikipedia:Copyrights,Legal,Policy
tg,Q4375196,Wikipedia:Copyrights,Legal,Policy
th,Q4375196,Wikipedia:Copyrights,Legal,Policy
tl,Q4375196,Wikipedia:Copyrights,Legal,Policy
tpi,Q4375196,Wikipedia:Copyrights,Legal,Policy
tr,Q4375196,Wikipedia:Copyrights,Legal,Policy
tt,Q4375196,Wikipedia:Copyrights,Legal,Policy
udm,Q4375196,Wikipedia:Copyrights,Legal,Policy
uk,Q4375196,Wikipedia:Copyrights,Legal,Policy
ur,Q4375196,Wikipedia:Copyrights,Legal,Policy
uz,Q4375196,Wikipedia:Copyrights,Legal,Policy
vec,Q4375196,Wikipedia:Copyrights,Legal,Policy
vi,Q4375196,Wikipedia:Copyrights,Legal,Policy
vo,Q4375196,Wikipedia:Copyrights,Legal,Policy
wa,Q4375196,Wikipedia:Copyrights,Legal,Policy
yi,Q4375196,Wikipedia:Copyrights,Legal,Policy
zh-min-nan,Q4375196,Wikipedia:Copyrights,Legal,Policy
zh-yue,Q4375196,Wikipedia:Copyrights,Legal,Policy
zh,Q4375196,Wikipedia:Copyrights,Legal,Policy
af,Q4656487,Wikipedia:Neutral point of view,Content,Policy
am,Q4656487,Wikipedia:Neutral point of view,Content,Policy
an,Q4656487,Wikipedia:Neutral point of view,Content,Policy
ar,Q4656487,Wikipedia:Neutral point of view,Content,Policy
ary,Q4656487,Wikipedia:Neutral point of view,Content,Policy
arz,Q4656487,Wikipedia:Neutral point of view,Content,Policy
ast,Q4656487,Wikipedia:Neutral point of view,Content,Policy
as,Q4656487,Wikipedia:Neutral point of view,Content,Policy
azb,Q4656487,Wikipedia:Neutral point of view,Content,Policy
az,Q4656487,Wikipedia:Neutral point of view,Content,Policy
ba,Q4656487,Wikipedia:Neutral point of view,Content,Policy
be-tarask,Q4656487,Wikipedia:Neutral point of view,Content,Policy
be,Q4656487,Wikipedia:Neutral point of view,Content,Policy
bg,Q4656487,Wikipedia:Neutral point of view,Content,Policy
bh,Q4656487,Wikipedia:Neutral point of view,Content,Policy
bn,Q4656487,Wikipedia:Neutral point of view,Content,Policy
br,Q4656487,Wikipedia:Neutral point of view,Content,Policy
bs,Q4656487,Wikipedia:Neutral point of view,Content,Policy
ca,Q4656487,Wikipedia:Neutral point of view,Content,Policy
ce,Q4656487,Wikipedia:Neutral point of view,Content,Policy
chr,Q4656487,Wikipedia:Neutral point of view,Content,Policy
ckb,Q4656487,Wikipedia:Neutral point of view,Content,Policy
co,Q4656487,Wikipedia:Neutral point of view,Content,Policy
csb,Q4656487,Wikipedia:Neutral point of view,Content,Policy
cs,Q4656487,Wikipedia:Neutral point of view,Content,Policy
cy,Q4656487,Wikipedia:Neutral point of view,Content,Policy
da,Q4656487,Wikipedia:Neutral point of view,Content,Policy
de,Q4656487,Wikipedia:Neutral point of view,Content,Policy
diq,Q4656487,Wikipedia:Neutral point of view,Content,Policy
el,Q4656487,Wikipedia:Neutral point of view,Content,Policy
en,Q4656487,Wikipedia:Neutral point of view,Content,Policy
eo,Q4656487,Wikipedia:Neutral point of view,Content,Policy
es,Q4656487,Wikipedia:Neutral point of view,Content,Policy
et,Q4656487,Wikipedia:Neutral point of view,Content,Policy
eu,Q4656487,Wikipedia:Neutral point of view,Content,Policy
fa,Q4656487,Wikipedia:Neutral point of view,Content,Policy
fiu-vro,Q4656487,Wikipedia:Neutral point of view,Content,Policy
fi,Q4656487,Wikipedia:Neutral point of view,Content,Policy
fr,Q4656487,Wikipedia:Neutral point of view,Content,Policy
fy,Q4656487,Wikipedia:Neutral point of view,Content,Policy
gan,Q4656487,Wikipedia:Neutral point of view,Content,Policy
gl,Q4656487,Wikipedia:Neutral point of view,Content,Policy
gu,Q4656487,Wikipedia:Neutral point of view,Content,Policy
ha,Q4656487,Wikipedia:Neutral point of view,Content,Policy
he,Q4656487,Wikipedia:Neutral point of view,Content,Policy
hi,Q4656487,Wikipedia:Neutral point of view,Content,Policy
hr,Q4656487,Wikipedia:Neutral point of view,Content,Policy
hsb,Q4656487,Wikipedia:Neutral point of view,Content,Policy
ht,Q4656487,Wikipedia:Neutral point of view,Content,Policy
hu,Q4656487,Wikipedia:Neutral point of view,Content,Policy
hy,Q4656487,Wikipedia:Neutral point of view,Content,Policy
ia,Q4656487,Wikipedia:Neutral point of view,Content,Policy
id,Q4656487,Wikipedia:Neutral point of view,Content,Policy
ig,Q4656487,Wikipedia:Neutral point of view,Content,Policy
is,Q4656487,Wikipedia:Neutral point of view,Content,Policy
it,Q4656487,Wikipedia:Neutral point of view,Content,Policy
ja,Q4656487,Wikipedia:Neutral point of view,Content,Policy
jv,Q4656487,Wikipedia:Neutral point of view,Content,Policy
kaa,Q4656487,Wikipedia:Neutral point of view,Content,Policy
ka,Q4656487,Wikipedia:Neutral point of view,Content,Policy
kk,Q4656487,Wikipedia:Neutral point of view,Content,Policy
kl,Q4656487,Wikipedia:Neutral point of view,Content,Policy
kn,Q4656487,Wikipedia:Neutral point of view,Content,Policy
ko,Q4656487,Wikipedia:Neutral point of view,Content,Policy
ks,Q4656487,Wikipedia:Neutral point of view,Content,Policy
la,Q4656487,Wikipedia:Neutral point of view,Content,Policy
lb,Q4656487,Wikipedia:Neutral point of view,Content,Policy
ln,Q4656487,Wikipedia:Neutral point of view,Content,Policy
lt,Q4656487,Wikipedia:Neutral point of view,Content,Policy
map-bms,Q4656487,Wikipedia:Neutral point of view,Content,Policy
mg,Q4656487,Wikipedia:Neutral point of view,Content,Policy
min,Q4656487,Wikipedia:Neutral point of view,Content,Policy
mk,Q4656487,Wikipedia:Neutral point of view,Content,Policy
ml,Q4656487,Wikipedia:Neutral point of view,Content,Policy
mn,Q4656487,Wikipedia:Neutral point of view,Content,Policy
mr,Q4656487,Wikipedia:Neutral point of view,Content,Policy
ms,Q4656487,Wikipedia:Neutral point of view,Content,Policy
mzn,Q4656487,Wikipedia:Neutral point of view,Content,Policy
nap,Q4656487,Wikipedia:Neutral point of view,Content,Policy
ne,Q4656487,Wikipedia:Neutral point of view,Content,Policy
nl,Q4656487,Wikipedia:Neutral point of view,Content,Policy
nn,Q4656487,Wikipedia:Neutral point of view,Content,Policy
no,Q4656487,Wikipedia:Neutral point of view,Content,Policy
oc,Q4656487,Wikipedia:Neutral point of view,Content,Policy
or,Q4656487,Wikipedia:Neutral point of view,Content,Policy
pa,Q4656487,Wikipedia:Neutral point of view,Content,Policy
pl,Q4656487,Wikipedia:Neutral point of view,Content,Policy
ps,Q4656487,Wikipedia:Neutral point of view,Content,Policy
pt,Q4656487,Wikipedia:Neutral point of view,Content,Policy
qu,Q4656487,Wikipedia:Neutral point of view,Content,Policy
rmy,Q4656487,Wikipedia:Neutral point of view,Content,Policy
