"Source","Target","Weight"
"eu","fi",12
"eu","fiu-vro",1
"eu","fo",4
"eu","fr",14
"eu","frr",1
"eu","fur",3
"eu","fy",2
"eu","ga",5
"eu","gan",2
"eu","gl",14
"eu","glk",3
"eu","gn",2
"eu","gor",1
"eu","got",1
"eu","gu",10
"eu","gv",2
"eu","ha",2
"eu","hak",1
"eu","haw",3
"eu","he",14
"eu","hi",11
"eu","hr",13
"eu","hsb",7
"eu","hu",12
"eu","hy",14
"eu","hyw",2
"eu","ia",7
"eu","id",13
"eu","ig",2
"eu","ilo",7
"eu","inh",3
"eu","io",3
"eu","is",7
"eu","it",15
"eu","iu",1
"eu","ja",15
"eu","jbo",2
"eu","jv",10
"eu","ka",11
"eu","kbd",1
"eu","kbp",1
"eu","kk",11
"eu","kl",3
"eu","km",10
"eu","kn",6
"eu","ko",14
"eu","koi",1
"eu","ks",5
"eu","ksh",5
"eu","ku",7
"eu","kw",1
"eu","ky",1
"eu","la",9
"eu","lad",6
"eu","lb",7
"eu","lbe",2
"eu","lfn",1
"eu","lg",2
"eu","li",2
"eu","lij",2
"eu","lmo",4
"eu","ln",1
"eu","lo",3
"eu","lt",11
"eu","ltg",2
"eu","lv",9
"eu","mad",1
"eu","mai",2
"eu","map-bms",4
"eu","mdf",1
"eu","mg",3
"eu","mi",2
"eu","min",8
"eu","mk",12
"eu","ml",12
"eu","mn",6
"eu","mni",1
"eu","mnw",1
"eu","mr",6
"eu","ms",14
"eu","mt",5
"eu","mwl",4
"eu","my",7
"eu","myv",1
"eu","mzn",2
"eu","na",2
"eu","nah",3
"eu","nap",5
"eu","nds",6
"eu","nds-nl",2
"eu","ne",12
"eu","new",1
"eu","nl",15
"eu","nn",7
"eu","no",13
"eu","nrm",2
"eu","oc",12
"eu","om",1
"eu","or",8
"eu","os",2
"eu","pa",6
"eu","pfl",1
"eu","pl",15
"eu","pms",1
"eu","pnt",1
"eu","ps",4
"eu","pt",15
"eu","qu",3
"eu","rmy",3
"eu","ro",14
"eu","roa-rup",1
"eu","roa-tara",1
"eu","ru",14
"eu","rue",4
"eu","sa",2
"eu","sah",6
"eu","sat",2
"eu","sc",3
"eu","scn",6
"eu","sco",10
"eu","sd",12
"eu","se",4
"eu","sg",1
"eu","sh",12
"eu","shi",1
"eu","shn",6
"eu","si",11
"eu","simple",11
"eu","sk",15
"eu","sl",14
"eu","smn",1
"eu","so",7
"eu","sq",8
"eu","sr",15
"eu","st",1
"eu","stq",2
"eu","su",6
"eu","sv",13
"eu","sw",3
"eu","szl",6
"eu","szy",1
"eu","ta",12
"eu","tay",1
"eu","te",11
"eu","tg",11
"eu","th",13
"eu","ti",1
"eu","tk",5
"eu","tl",7
"eu","tr",13
"eu","trv",1
"eu","tt",11
"eu","tw",1
"eu","tyv",1
"eu","udm",1
"eu","uk",13
"eu","ur",12
"eu","uz",9
"eu","vec",8
"eu","vep",1
"eu","vi",14
"eu","vls",1
"eu","vo",2
"eu","wa",2
"eu","war",2
"eu","wuu",4
"eu","xh",1
"eu","xmf",1
"eu","yi",13
"eu","yo",3
"eu","zea",1
"eu","zh",15
"eu","zh-classical",5
"eu","zh-min-nan",6
"eu","zh-yue",13
"eu","zu",1
"ext","fr",1
"ext","gl",1
"ext","he",1
"ext","hu",1
"ext","hy",1
"ext","hyw",1
"ext","it",1
"ext","ja",1
"ext","ka",1
"ext","lad",1
"ext","lfn",1
"ext","lij",1
"ext","mt",1
"ext","nl",1
"ext","oc",1
"ext","pl",1
"ext","pt",1
"ext","ro",1
"ext","ru",1
"ext","sah",1
"ext","sc",1
"ext","sk",1
"ext","sl",1
"ext","sr",1
"ext","sv",1
"ext","tg",1
"ext","tt",1
"ext","vec",1
"ext","vi",1
"ext","zh",1
"ext","zh-yue",1
"fa","fi",38
"fa","fiu-vro",1
"fa","fo",7
"fa","fr",51
"fa","frr",2
"fa","fur",3
"fa","fy",5
"fa","ga",7
"fa","gan",4
"fa","gl",37
"fa","glk",6
"fa","gn",2
"fa","gom",3
"fa","gor",1
"fa","got",1
"fa","gu",18
"fa","gv",4
"fa","ha",2
"fa","hak",2
"fa","haw",3
"fa","he",37
"fa","hi",28
"fa","hr",35
"fa","hsb",9
"fa","ht",2
"fa","hu",41
"fa","hy",33
"fa","hyw",2
"fa","ia",15
"fa","id",47
"fa","ig",3
"fa","ilo",14
"fa","inh",6
"fa","io",3
"fa","is",20
"fa","it",44
"fa","iu",1
"fa","ja",48
"fa","jam",1
"fa","jbo",2
"fa","jv",21
"fa","ka",27
"fa","kbd",1
"fa","kbp",1
"fa","kk",24
"fa","kl",3
"fa","km",12
"fa","kn",10
"fa","ko",48
"fa","koi",1
"fa","ks",8
"fa","ksh",6
"fa","ku",12
"fa","kw",2
"fa","ky",1
"fa","la",14
"fa","lad",5
"fa","lb",13
"fa","lbe",2
"fa","lez",1
"fa","lg",2
"fa","li",4
"fa","lij",2
"fa","lmo",4
"fa","ln",1
"fa","lo",3
"fa","lt",31
"fa","ltg",2
"fa","lv",13
"fa","mad",2
"fa","mai",3
"fa","map-bms",5
"fa","mdf",2
"fa","mg",3
"fa","mi",2
"fa","min",17
"fa","mk",32
"fa","ml",36
"fa","mn",7
"fa","mni",1
"fa","mnw",1
"fa","mr",15
"fa","ms",42
"fa","mt",8
"fa","mwl",6
"fa","my",19
"fa","myv",1
"fa","mzn",7
"fa","na",3
"fa","nah",3
"fa","nap",6
"fa","nds",12
"fa","nds-nl",5
"fa","ne",25
"fa","new",1
"fa","nia",1
"fa","nl",42
"fa","nn",9
"fa","no",33
"fa","nrm",2
"fa","oc",16
"fa","om",1
"fa","or",18
"fa","os",2
"fa","pa",8
"fa","pap",1
"fa","pfl",2
"fa","pl",43
"fa","pms",2
"fa","pnt",1
"fa","ps",5
"fa","pt",52
"fa","qu",4
"fa","rmy",4
"fa","ro",43
"fa","roa-rup",1
"fa","roa-tara",1
"fa","ru",49
"fa","rue",8
"fa","sa",5
"fa","sah",13
"fa","sat",3
"fa","sc",3
"fa","scn",13
"fa","sco",19
"fa","sd",28
"fa","se",5
"fa","sg",2
"fa","sh",30
"fa","shi",1
"fa","shn",12
"fa","si",34
"fa","simple",36
"fa","sk",41
"fa","sl",33
"fa","smn",2
"fa","so",9
"fa","sq",20
"fa","sr",48
"fa","st",1
"fa","stq",2
"fa","su",11
"fa","sv",41
"fa","sw",5
"fa","szl",8
"fa","szy",1
"fa","ta",33
"fa","tay",1
"fa","te",29
"fa","tg",25
"fa","th",43
"fa","ti",1
"fa","tk",7
"fa","tl",17
"fa","tr",45
"fa","trv",1
"fa","ts",1
"fa","tt",27
"fa","tw",1
"fa","tyv",1
"fa","udm",2
"fa","uk",43
"fa","ur",36
"fa","uz",25
"fa","vec",17
"fa","vep",1
"fa","vi",48
"fa","vls",2
"fa","vo",2
"fa","wa",3
"fa","war",2
"fa","wuu",8
"fa","xal",1
"fa","xh",1
"fa","xmf",2
"fa","yi",29
"fa","yo",5
"fa","zea",1
"fa","zh",53
"fa","zh-classical",7
"fa","zh-min-nan",8
"fa","zh-yue",29
"fa","zu",1
"fi","fiu-vro",1
"fi","fo",6
"fi","fr",37
"fi","frr",2
"fi","fur",3
"fi","fy",5
"fi","ga",5
"fi","gan",3
"fi","gl",31
"fi","glk",4
"fi","gn",2
"fi","gom",3
"fi","gor",1
"fi","gu",15
"fi","gv",4
"fi","ha",2
"fi","hak",1
"fi","haw",2
"fi","he",28
"fi","hi",24
"fi","hr",30
"fi","hsb",9
"fi","ht",1
"fi","hu",31
"fi","hy",30
"fi","hyw",1
"fi","ia",15
"fi","id",36
"fi","ig",2
"fi","ilo",14
"fi","inh",5
"fi","io",2
"fi","is",15
"fi","it",33
"fi","iu",1
"fi","ja",36
"fi","jam",1
"fi","jbo",2
"fi","jv",18
"fi","ka",22
"fi","kk",20
"fi","kl",3
"fi","km",11
"fi","kn",9
"fi","ko",36
"fi","ks",7
"fi","ksh",4
"fi","ku",10
"fi","kw",2
"fi","ky",1
"fi","la",12
"fi","lad",4
"fi","lb",11
"fi","lbe",1
"fi","lez",1
"fi","lg",2
"fi","li",3
"fi","lij",1
"fi","lmo",3
"fi","ln",1
"fi","lo",3
"fi","lt",25
"fi","ltg",2
"fi","lv",12
"fi","mad",1
"fi","mai",2
"fi","map-bms",5
"fi","mdf",2
"fi","mg",3
"fi","mi",1
"fi","min",15
"fi","mk",27
"fi","ml",28
"fi","mn",6
"fi","mni",1
"fi","mr",13
"fi","ms",35
"fi","mt",7
"fi","mwl",4
"fi","my",14
"fi","myv",1
"fi","mzn",5
"fi","na",2
"fi","nah",3
"fi","nap",6
"fi","nds",10
"fi","nds-nl",3
"fi","ne",22
"fi","new",1
"fi","nl",34
"fi","nn",9
"fi","no",29
"fi","nrm",2
"fi","oc",15
"fi","om",1
"fi","or",14
"fi","os",2
"fi","pa",6
"fi","pap",1
"fi","pfl",1
"fi","pl",34
"fi","pms",1
"fi","pnt",1
"fi","ps",4
"fi","pt",38
"fi","qu",3
"fi","rmy",3
"fi","ro",32
"fi","roa-rup",1
"fi","roa-tara",1
"fi","ru",37
"fi","rue",8
"fi","sa",3
"fi","sah",10
"fi","sat",2
"fi","sc",2
"fi","scn",11
"fi","sco",18
"fi","sd",24
"fi","se",5
"fi","sg",1
"fi","sh",26
"fi","shi",1
"fi","shn",10
"fi","si",29
"fi","simple",31
"fi","sk",32
"fi","sl",27
"fi","smn",2
"fi","so",8
"fi","sq",17
"fi","sr",36
"fi","stq",2
"fi","su",10
"fi","sv",33
"fi","sw",5
"fi","szl",7
"fi","ta",28
"fi","te",23
"fi","tg",21
"fi","th",35
"fi","tk",7
"fi","tl",13
"fi","tr",36
"fi","ts",1
"fi","tt",24
"fi","udm",1
"fi","uk",31
"fi","ur",30
"fi","uz",22
"fi","vec",16
"fi","vep",1
"fi","vi",37
"fi","vls",2
"fi","vo",2
"fi","wa",3
"fi","war",1
"fi","wuu",7
"fi","xal",1
"fi","xmf",1
"fi","yi",26
"fi","yo",4
"fi","zea",1
"fi","zh",37
"fi","zh-classical",6
"fi","zh-min-nan",7
"fi","zh-yue",25
"fiu-vro","fr",1
"fiu-vro","fy",1
"fiu-vro","gl",1
"fiu-vro","glk",1
"fiu-vro","gu",1
"fiu-vro","ha",1
"fiu-vro","he",1
"fiu-vro","hi",1
"fiu-vro","hr",1
"fiu-vro","hsb",1
"fiu-vro","hu",1
"fiu-vro","hy",1
"fiu-vro","ia",1
"fiu-vro","id",1
"fiu-vro","ig",1
"fiu-vro","is",1
"fiu-vro","it",1
"fiu-vro","ja",1
"fiu-vro","jv",1
"fiu-vro","ka",1
"fiu-vro","kk",1
"fiu-vro","kl",1
"fiu-vro","kn",1
"fiu-vro","ko",1
"fiu-vro","ks",1
"fiu-vro","lb",1
"fiu-vro","ln",1
"fiu-vro","lt",1
"fiu-vro","map-bms",1
"fiu-vro","mg",1
"fiu-vro","min",1
"fiu-vro","mk",1
"fiu-vro","ml",1
"fiu-vro","mn",1
"fiu-vro","mr",1
"fiu-vro","ms",1
"fiu-vro","mzn",1
"fiu-vro","nap",1
"fiu-vro","ne",1
"fiu-vro","nl",1
"fiu-vro","nn",1
"fiu-vro","no",1
"fiu-vro","oc",1
"fiu-vro","or",1
"fiu-vro","pa",1
"fiu-vro","pl",1
"fiu-vro","pt",1
"fiu-vro","qu",1
"fiu-vro","rmy",1
"fiu-vro","ro",1
"fiu-vro","ru",1
"fiu-vro","sah",1
"fiu-vro","scn",1
"fiu-vro","sco",1
"fiu-vro","sd",1
"fiu-vro","sh",1
"fiu-vro","si",1
"fiu-vro","simple",1
"fiu-vro","sk",1
"fiu-vro","sl",1
"fiu-vro","sq",1
"fiu-vro","sr",1
"fiu-vro","su",1
"fiu-vro","sv",1
"fiu-vro","sw",1
"fiu-vro","szl",1
"fiu-vro","ta",1
"fiu-vro","te",1
"fiu-vro","tg",1
"fiu-vro","th",1
"fiu-vro","tk",1
"fiu-vro","tl",1
"fiu-vro","tr",1
"fiu-vro","tt",1
"fiu-vro","uk",1
"fiu-vro","ur",1
"fiu-vro","uz",1
"fiu-vro","vec",1
"fiu-vro","vi",1
"fiu-vro","yi",1
"fiu-vro","zh",1
"fiu-vro","zh-min-nan",1
"fiu-vro","zh-yue",1
"fo","fr",7
"fo","frr",1
"fo","fur",2
"fo","fy",1
"fo","ga",3
"fo","gan",2
"fo","gl",6
"fo","gn",2
"fo","gor",1
"fo","got",1
"fo","gu",2
"fo","gv",1
"fo","hak",1
"fo","haw",3
"fo","he",7
"fo","hi",5
"fo","hr",7
"fo","hsb",2
"fo","hu",6
"fo","hy",7
"fo","hyw",1
"fo","ia",3
"fo","id",7
"fo","ig",1
"fo","ilo",3
"fo","inh",2
"fo","io",2
"fo","is",4
"fo","it",7
"fo","iu",1
"fo","ja",7
"fo","jam",1
"fo","jbo",2
"fo","jv",5
"fo","ka",6
"fo","kbd",1
"fo","kbp",1
"fo","kk",5
"fo","km",5
"fo","kn",2
"fo","ko",7
"fo","koi",1
"fo","ks",4
"fo","ksh",2
"fo","ku",4
"fo","kw",1
"fo","la",5
"fo","lad",2
"fo","lb",5
"fo","lbe",2
"fo","lg",1
"fo","lij",1
"fo","lmo",1
"fo","lo",1
"fo","lt",5
"fo","ltg",2
"fo","lv",5
"fo","mad",1
"fo","mai",1
"fo","mi",2
"fo","min",3
"fo","mk",6
"fo","ml",4
"fo","mn",4
"fo","mnw",1
"fo","mr",3
"fo","ms",6
"fo","mt",5
"fo","mwl",2
"fo","my",5
"fo","na",2
"fo","nah",1
"fo","nap",1
"fo","nds",3
"fo","nds-nl",2
"fo","ne",6
"fo","new",1
"fo","nl",7
"fo","nn",4
"fo","no",5
"fo","nrm",1
"fo","oc",4
"fo","om",1
"fo","or",5
"fo","os",2
"fo","pa",2
"fo","pfl",1
"fo","pl",7
"fo","ps",1
"fo","pt",7
"fo","qu",3
"fo","rmy",1
"fo","ro",7
"fo","roa-rup",1
"fo","ru",7
"fo","rue",2
"fo","sa",2
"fo","sah",3
"fo","sat",2
"fo","sc",2
"fo","scn",3
"fo","sco",5
"fo","sd",6
"fo","se",2
"fo","sg",2
"fo","sh",5
"fo","shi",1
"fo","shn",4
"fo","si",4
"fo","simple",4
"fo","sk",7
"fo","sl",6
"fo","smn",1
"fo","so",2
"fo","sq",3
"fo","sr",7
"fo","st",1
"fo","su",2
"fo","sv",7
"fo","sw",1
"fo","szl",2
"fo","szy",1
"fo","ta",5
"fo","tay",1
"fo","te",5
"fo","tg",5
"fo","th",7
"fo","ti",1
"fo","tl",6
"fo","tr",6
"fo","trv",1
"fo","tt",5
"fo","tw",1
"fo","tyv",1
"fo","udm",2
"fo","uk",7
"fo","ur",6
"fo","uz",5
"fo","vec",7
"fo","vep",1
"fo","vi",7
"fo","vls",1
"fo","vo",1
"fo","wa",1
"fo","war",2
"fo","wuu",3
"fo","xal",1
"fo","xh",1
"fo","xmf",2
"fo","yi",6
"fo","yo",2
"fo","zh",7
"fo","zh-classical",3
"fo","zh-min-nan",2
"fo","zh-yue",6
"fo","zu",1
"fr","frr",2
"fr","fur",3
"fr","fy",5
"fr","ga",7
"fr","gan",4
"fr","gl",36
"fr","glk",6
"fr","gn",2
"fr","gom",3
"fr","gor",1
"fr","got",1
"fr","gu",18
"fr","gv",4
"fr","ha",2
"fr","hak",2
"fr","haw",3
"fr","he",35
"fr","hi",26
"fr","hr",34
"fr","hsb",9
"fr","ht",2
"fr","hu",41
"fr","hy",33
"fr","hyw",3
"fr","ia",14
"fr","id",45
"fr","ig",3
"fr","ilo",14
"fr","inh",5
"fr","io",3
"fr","is",20
"fr","it",43
"fr","iu",1
"fr","ja",47
"fr","jam",1
"fr","jbo",2
"fr","jv",21
"fr","ka",27
"fr","kbd",1
"fr","kbp",1
"fr","kk",23
"fr","kl",3
"fr","km",12
"fr","kn",10
"fr","ko",46
"fr","koi",1
"fr","ks",8
"fr","ksh",5
"fr","ku",12
"fr","kw",2
"fr","ky",1
"fr","la",14
"fr","lad",6
"fr","lb",13
"fr","lbe",2
"fr","lez",1
"fr","lfn",1
"fr","lg",2
"fr","li",4
"fr","lij",3
"fr","lmo",3
"fr","ln",1
"fr","lo",3
"fr","lt",30
"fr","ltg",2
"fr","lv",12
"fr","mad",2
"fr","mai",3
"fr","map-bms",5
"fr","mdf",2
"fr","mg",3
"fr","mi",2
"fr","min",17
"fr","mk",31
"fr","ml",35
"fr","mn",7
"fr","mni",1
"fr","mnw",1
"fr","mr",15
"fr","ms",41
"fr","mt",9
"fr","mwl",6
"fr","my",19
"fr","myv",1
"fr","mzn",7
"fr","na",3
"fr","nah",2
"fr","nap",6
"fr","nds",11
"fr","nds-nl",5
"fr","ne",23
"fr","new",1
"fr","nia",1
"fr","nl",42
"fr","nn",9
"fr","no",32
"fr","nrm",2
"fr","oc",16
"fr","om",1
"fr","or",18
"fr","os",2
"fr","pa",7
"fr","pap",1
"fr","pfl",2
"fr","pl",42
"fr","pms",2
"fr","pnt",1
"fr","ps",5
"fr","pt",51
"fr","qu",4
"fr","rmy",4
"fr","ro",41
"fr","roa-rup",1
"fr","roa-tara",1
"fr","ru",47
"fr","rue",8
"fr","sa",5
"fr","sah",14
"fr","sat",3
"fr","sc",4
"fr","scn",13
"fr","sco",18
"fr","sd",27
"fr","se",5
"fr","sg",2
"fr","sh",29
"fr","shi",1
"fr","shn",12
"fr","si",33
"fr","simple",36
"fr","sk",41
"fr","sl",34
"fr","smn",2
"fr","so",8
"fr","sq",20
"fr","sr",48
"fr","st",1
"fr","stq",2
"fr","su",10
"fr","sv",41
"fr","sw",5
"fr","szl",8
"fr","szy",1
"fr","ta",32
"fr","tay",1
"fr","te",29
"fr","tg",25
"fr","th",42
"fr","ti",1
"fr","tk",6
"fr","tl",17
"fr","tr",43
"fr","trv",1
"fr","ts",1
"fr","tt",27
"fr","tw",1
"fr","tyv",1
"fr","udm",2
"fr","uk",40
"fr","ur",35
"fr","uz",25
"fr","vec",18
"fr","vep",1
"fr","vi",45
"fr","vls",2
"fr","vo",2
"fr","wa",3
"fr","war",2
"fr","wuu",8
"fr","xal",1
"fr","xh",1
"fr","xmf",2
"fr","yi",28
"fr","yo",5
"fr","zea",1
"fr","zh",50
"fr","zh-classical",7
"fr","zh-min-nan",7
"fr","zh-yue",30
"fr","zu",1
"frr","gl",1
"frr","glk",1
"frr","gu",1
"frr","he",2
"frr","hi",1
"frr","hr",2
"frr","hu",2
"frr","hy",2
"frr","ia",1
"frr","id",2
"frr","is",1
"frr","it",2
"frr","ja",2
"frr","jam",1
"frr","jv",1
"frr","ka",2
"frr","kk",1
"frr","kl",1
"frr","km",1
"frr","ko",2
"frr","ksh",1
"frr","ku",1
"frr","lad",1
"frr","lb",1
"frr","li",1
"frr","lmo",1
"frr","lt",1
"frr","lv",1
"frr","mg",1
"frr","min",1
"frr","mk",1
"frr","ml",1
"frr","mn",1
"frr","mr",1
"frr","ms",1
"frr","my",1
"frr","nap",1
"frr","nds",1
"frr","ne",1
"frr","nl",2
"frr","nn",1
"frr","no",1
"frr","oc",1
"frr","pa",1
"frr","pl",2
"frr","pnt",1
"frr","pt",2
"frr","ro",2
"frr","roa-tara",1
"frr","ru",2
"frr","rue",1
"frr","sah",1
"frr","sco",2
"frr","sd",1
"frr","sh",1
"frr","shn",1
"frr","si",1
"frr","simple",1
"frr","sk",2
"frr","sl",1
"frr","so",1
"frr","sq",1
"frr","sr",2
"frr","stq",1
"frr","sv",2
"frr","szl",1
"frr","ta",1
"frr","te",1
"frr","tg",1
"frr","th",2
"frr","tk",1
"frr","tl",1
"frr","tr",1
"frr","tt",2
"frr","uk",2
"frr","ur",1
"frr","uz",1
"frr","vec",2
"frr","vi",2
"frr","yi",1
"frr","yo",1
"frr","zh",2
"frr","zh-yue",1
"fur","fy",1
"fur","ga",3
"fur","gan",1
"fur","gl",3
"fur","gn",1
"fur","gor",1
"fur","gu",2
"fur","gv",1
"fur","haw",2
"fur","he",3
"fur","hi",2
"fur","hr",3
"fur","hsb",1
"fur","hu",3
"fur","hy",3
"fur","hyw",1
"fur","ia",2
"fur","id",3
"fur","ilo",2
"fur","io",1
"fur","is",1
"fur","it",3
"fur","iu",1
"fur","ja",3
"fur","jbo",2
"fur","jv",3
"fur","ka",1
"fur","kk",3
"fur","kl",1
"fur","km",3
"fur","kn",1
"fur","ko",3
"fur","ks",2
"fur","ksh",1
"fur","ku",3
"fur","kw",1
"fur","la",2
"fur","lad",1
"fur","lb",2
"fur","lbe",1
"fur","lg",1
"fur","lo",1
"fur","lt",1
"fur","ltg",1
"fur","lv",2
"fur","mad",1
"fur","map-bms",1
"fur","mg",1
"fur","mi",1
"fur","min",2
"fur","mk",3
"fur","ml",2
"fur","mn",1
"fur","mr",2
"fur","ms",3
"fur","mt",3
"fur","mwl",1
"fur","my",2
"fur","na",1
"fur","nah",1
"fur","nap",1
"fur","nds",2
"fur","ne",3
"fur","new",1
"fur","nl",3
"fur","nn",2
"fur","no",3
"fur","nrm",1
"fur","oc",3
"fur","om",1
"fur","or",3
"fur","os",2
"fur","pa",1
"fur","pl",3
"fur","ps",1
"fur","pt",3
"fur","ro",3
"fur","roa-rup",1
"fur","ru",3
"fur","rue",1
"fur","sah",2
"fur","sat",1
"fur","scn",1
"fur","sco",3
"fur","sd",3
"fur","se",1
"fur","sh",3
"fur","shi",1
"fur","shn",2
"fur","si",3
"fur","simple",3
"fur","sk",3
"fur","sl",3
"fur","smn",1
"fur","so",1
"fur","sq",1
"fur","sr",3
"fur","su",1
"fur","sv",3
"fur","szl",1
"fur","ta",3
"fur","te",3
"fur","tg",2
"fur","th",3
"fur","tl",2
"fur","tr",3
"fur","tt",1
"fur","uk",3
"fur","ur",3
"fur","uz",2
"fur","vec",3
"fur","vep",1
"fur","vi",3
"fur","vo",1
"fur","wa",1
"fur","war",1
"fur","wuu",1
"fur","yi",3
"fur","yo",1
"fur","zh",3
"fur","zh-classical",1
"fur","zh-min-nan",2
"fur","zh-yue",3
"fy","ga",1
"fy","gan",1
"fy","gl",5
"fy","glk",1
"fy","gom",1
"fy","gu",1
"fy","gv",1
"fy","ha",1
"fy","haw",1
"fy","he",5
"fy","hi",5
"fy","hr",5
"fy","hsb",2
"fy","ht",1
"fy","hu",5
"fy","hy",5
"fy","ia",5
"fy","id",5
"fy","ig",1
"fy","inh",1
"fy","is",2
"fy","it",5
"fy","ja",5
"fy","jbo",1
"fy","jv",4
"fy","ka",4
"fy","kk",3
"fy","kl",1
"fy","km",1
"fy","kn",2
"fy","ko",5
"fy","ks",2
"fy","ku",3
"fy","lb",3
"fy","lez",1
"fy","li",1
"fy","ln",1
"fy","lo",1
"fy","lt",2
"fy","ltg",1
"fy","lv",1
"fy","map-bms",2
"fy","mg",1
"fy","mi",1
"fy","min",3
"fy","mk",5
"fy","ml",5
"fy","mn",2
"fy","mr",3
"fy","ms",5
"fy","mt",2
"fy","mwl",1
"fy","my",3
"fy","mzn",2
"fy","na",1
"fy","nah",1
"fy","nap",2
"fy","nds",1
"fy","nds-nl",1
"fy","ne",3
"fy","new",1
"fy","nl",5
"fy","nn",2
"fy","no",5
"fy","oc",3
"fy","or",2
"fy","os",1
"fy","pa",1
"fy","pfl",1
"fy","pl",5
"fy","pt",5
"fy","qu",1
"fy","rmy",1
"fy","ro",5
"fy","ru",5
"fy","rue",2
"fy","sah",1
"fy","sat",1
"fy","scn",2
"fy","sco",4
"fy","sd",3
"fy","sh",5
"fy","shi",1
"fy","shn",2
"fy","si",5
"fy","simple",4
"fy","sk",5
"fy","sl",5
"fy","sq",2
"fy","sr",5
"fy","su",3
"fy","sv",5
"fy","sw",2
"fy","szl",2
"fy","ta",5
"fy","te",5
"fy","tg",3
"fy","th",5
"fy","tk",1
"fy","tl",3
"fy","tr",5
"fy","tt",3
"fy","uk",5
"fy","ur",5
"fy","uz",3
"fy","vec",4
"fy","vi",5
"fy","vls",1
"fy","wa",1
"fy","wuu",1
"fy","yi",5
"fy","yo",1
"fy","zh",5
"fy","zh-classical",2
"fy","zh-min-nan",2
"fy","zh-yue",4
"ga","gan",2
"ga","gl",7
"ga","glk",2
"ga","gn",1
"ga","gor",1
"ga","got",1
"ga","gu",5
"ga","gv",1
"ga","hak",1
"ga","haw",3
"ga","he",6
"ga","hi",5
"ga","hr",6
"ga","hsb",2
"ga","ht",1
"ga","hu",6
"ga","hy",6
"ga","hyw",1
"ga","ia",2
"ga","id",7
"ga","ig",1
"ga","ilo",3
"ga","inh",1
"ga","io",2
"ga","is",4
"ga","it",7
"ga","iu",1
"ga","ja",7
"ga","jbo",2
"ga","jv",5
"ga","ka",4
"ga","kbd",1
"ga","kbp",1
"ga","kk",5
"ga","kl",1
"ga","km",5
"ga","kn",3
"ga","ko",6
"ga","koi",1
"ga","ks",4
"ga","ksh",2
"ga","ku",5
"ga","kw",1
"ga","ky",1
"ga","la",5
"ga","lad",2
"ga","lb",4
"ga","lbe",2
"ga","lg",1
"ga","lij",1
"ga","lmo",1
"ga","lo",2
"ga","lt",5
"ga","ltg",1
"ga","lv",5
"ga","mad",1
"ga","mai",2
"ga","map-bms",1
"ga","mg",1
"ga","mi",2
"ga","min",4
"ga","mk",6
"ga","ml",5
"ga","mn",3
"ga","mnw",1
"ga","mr",5
"ga","ms",7
"ga","mt",4
"ga","mwl",2
"ga","my",6
"ga","myv",1
"ga","mzn",1
"ga","na",2
"ga","nah",1
"ga","nap",2
"ga","nds",4
"ga","nds-nl",1
"ga","ne",6
"ga","new",1
"ga","nia",1
"ga","nl",7
"ga","nn",3
"ga","no",6
"ga","nrm",1
"ga","oc",6
"ga","om",1
"ga","or",6
"ga","os",2
"ga","pa",3
"ga","pfl",1
"ga","pl",6
"ga","ps",3
"ga","pt",7
"ga","qu",1
"ga","rmy",1
"ga","ro",6
"ga","roa-rup",1
"ga","ru",6
"ga","rue",1
"ga","sa",3
"ga","sah",3
"ga","sat",2
"ga","sc",1
"ga","scn",2
"ga","sco",4
"ga","sd",6
"ga","se",2
"ga","sg",1
"ga","sh",6
"ga","shi",1
"ga","shn",4
"ga","si",5
"ga","simple",5
"ga","sk",7
"ga","sl",7
"ga","smn",1
"ga","so",3
"ga","sq",4
"ga","sr",7
"ga","st",1
"ga","su",3
"ga","sv",6
"ga","sw",1
"ga","szl",3
"ga","szy",1
"ga","ta",6
"ga","tay",1
"ga","te",6
"ga","tg",5
"ga","th",7
"ga","ti",1
"ga","tk",2
"ga","tl",4
"ga","tr",6
"ga","trv",1
"ga","tt",4
"ga","tw",1
"ga","tyv",1
"ga","udm",1
"ga","uk",6
"ga","ur",6
"ga","uz",5
"ga","vec",5
"ga","vep",1
"ga","vi",6
"ga","vo",1
"ga","wa",1
"ga","war",2
"ga","wuu",3
"ga","xh",1
"ga","xmf",1
"ga","yi",6
"ga","yo",2
"ga","zh",7
"ga","zh-classical",3
"ga","zh-min-nan",2
"ga","zh-yue",6
"ga","zu",1
"gan","gl",4
"gan","gn",1
"gan","gor",1
"gan","got",1
"gan","gu",2
"gan","gv",1
"gan","hak",1
"gan","haw",2
"gan","he",4
"gan","hi",2
"gan","hr",3
"gan","hsb",1
"gan","hu",3
"gan","hy",4
"gan","hyw",1
"gan","ia",3
"gan","id",4
"gan","ig",1
"gan","ilo",1
"gan","inh",2
"gan","io",2
"gan","is",1
"gan","it",4
"gan","iu",1
"gan","ja",4
"gan","jbo",1
"gan","jv",2
"gan","ka",2
"gan","kbd",1
"gan","kbp",1
"gan","kk",3
"gan","km",2
"gan","kn",2
"gan","ko",4
"gan","koi",1
"gan","ks",2
"gan","ksh",2
"gan","ku",3
"gan","kw",1
"gan","la",2
"gan","lad",2
"gan","lb",1
"gan","lbe",2
"gan","lg",1
"gan","lij",1
"gan","lmo",1
"gan","lt",3
